fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Maharashtra,Thane,Setu Bharatam,76950452.49,57779683.93,48192393.77,Q4,3,Kaveri Seeds,69681927.71,69952845.82,62.63,normal
2021-22,Power & Energy,Directorate of Power,Uttar Pradesh,Gorakhpur,RDSS,414283098.74,316124676.78,248691454.03,Q1,6,WAPCOS Ltd,402316500.93,397350496.04,60.03,normal
2023-24,Water Resources,Directorate of Water Resources,Karnataka,Tumkur,Atal Bhujal Yojana,433754318.32,397508836.0,284602864.86,Q3,12,HG Infra Engineering,355756312.55,348645920.52,65.61,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Ajmer,PM-KISAN,329425354.65,245659370.18,237582375.22,Q3,10,Techno Electric,325228624.95,303303457.99,72.12,normal
2019-20,Water Resources,Directorate of Water Resources,Uttar Pradesh,Agra,National River Conservation Plan,222532278.83,182915709.4,14791780.73,Q4,1,Agri Gold Farms,189152437.01,14506273.92,6.65,low_utilization
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Arrah,AMRUT,253844962.38,214402260.78,150536663.99,Q1,4,GR Infraprojects,209186440.81,203615024.36,59.3,normal
2020-21,Urban Development,Directorate of Urban Development,Tamil Nadu,Erode,SBM Urban,400095815.38,308665787.73,211694589.11,Q2,7,Kaveri Seeds,321368598.53,307551153.16,52.91,normal
2021-22,Power & Energy,Directorate of Power,West Bengal,Howrah,National Solar Mission,217640293.57,176318865.31,167489987.47,Q3,10,M/s Shiv Enterprises,202424305.16,208702888.17,76.96,repeat_vendor
2019-20,Women & Child Development,Directorate of Women,Uttar Pradesh,Allahabad,Mission Shakti,89501834.44,75648218.3,52565716.52,Q2,7,Nuziveedu Seeds,85246699.57,77504357.25,58.73,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Bathinda,Setu Bharatam,210200335.74,177662986.61,124087249.04,Q4,1,HG Infra Engineering,183507752.25,190617424.93,59.03,normal
2021-22,Education,Directorate of Education,Uttar Pradesh,Jhansi,PM POSHAN,187218876.61,163700949.43,115756140.93,Q4,3,M/s Shiv Enterprises,162190784.97,168497094.38,61.83,repeat_vendor
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Punjab,Jalandhar,Kisan Credit Card,361538835.86,263211939.08,200455171.9,Q4,3,Techno Electric,295892342.13,310162852.89,55.44,normal
2023-24,Health & Family Welfare,Directorate of Health,Gujarat,Anand,Janani Suraksha Yojana,428600920.4,321512548.41,263338346.78,Q4,1,Sri Ram Suppliers,353869944.87,359403560.38,61.44,repeat_vendor
2022-23,Water Resources,Directorate of Water Resources,Odisha,Cuttack,National River Conservation Plan,110436253.58,106442984.27,76870631.32,Q2,7,IRB Infrastructure,104763921.54,105559101.72,69.61,normal
2020-21,Rural Development,Directorate of Rural Development,Odisha,Cuttack,PMAY-G,365285106.4,328365350.32,261998684.7,Q3,10,Engineers India Ltd,347743649.32,319839330.37,71.72,normal
2019-20,Power & Energy,Directorate of Power,Tamil Nadu,Madurai,RDSS,24961197.38,18746066.2,13042489.87,Q4,3,Shapoorji Pallonji,24139370.39,22586590.89,52.25,normal
2022-23,Power & Energy,Directorate of Power,Tamil Nadu,Chennai,RDSS,94686384.47,89398713.72,71645399.87,Q4,2,Balaji Trading Co,84331360.16,82331059.42,75.67,repeat_vendor
2021-22,Women & Child Development,Directorate of Women,Maharashtra,Aurangabad,One Stop Centre,128386927.42,108804201.58,91093619.06,Q3,10,M/s Shiv Enterprises,119862361.16,117973030.97,70.95,repeat_vendor
2022-23,Social Justice,Directorate of Social Justice,Madhya Pradesh,Indore,Ambedkar Social Innovation,63987856.49,52987151.4,36326074.41,Q1,6,MECON Limited,52806608.9,50279476.64,56.77,normal
2020-21,Women & Child Development,Directorate of Women,West Bengal,Howrah,One Stop Centre,98244113.61,78042315.87,54955823.13,Q4,3,Sri Ram Suppliers,88922214.77,91411482.74,55.94,repeat_vendor
2021-22,Urban Development,Directorate of Urban Development,Karnataka,Bengaluru,HRIDAY,473634586.44,381205835.87,259999223.05,Q2,9,Afcons Infrastructure,439050484.21,451713192.87,54.89,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Jalandhar,AMRUT,139932268.62,138502135.88,112089679.72,Q4,1,NBCC India Ltd,83175988.56,253790094.01,80.1,inflated
2019-20,Women & Child Development,Directorate of Women,Tamil Nadu,Madurai,Mission Shakti,354462188.32,312392212.54,450180500.89,Q1,5,Hindustan Construction Co,336739078.9,452846570.07,127.0,overspent
2020-21,Power & Energy,Directorate of Power,Rajasthan,Udaipur,UDAY Scheme,393370111.91,357435732.38,435858564.22,Q2,8,Max Healthcare,373701606.31,438932746.07,110.8,overspent
2023-24,Rural Development,Directorate of Rural Development,Rajasthan,Bharatpur,MGNREGS,222247296.28,214265882.32,234077677.88,Q2,7,Kalpataru Power,211134931.47,246264236.53,105.32,overspent
2022-23,Social Justice,Directorate of Social Justice,Maharashtra,Kolhapur,NSFDC Schemes,271088480.81,236674202.39,356228715.16,Q3,10,Fortis Healthcare,257534056.77,387407116.13,131.41,overspent
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Durgapur,PM-KISAN,85059548.79,73121597.82,7163624.8,Q4,3,MECON Limited,72300616.47,6918086.82,8.42,low_utilization
2022-23,Health & Family Welfare,Directorate of Health,Maharashtra,Solapur,National Health Mission,29269607.92,26798807.06,24642682.24,Q4,2,Engineers India Ltd,28711912.76,28598208.23,84.19,normal
2019-20,Water Resources,Directorate of Water Resources,West Bengal,Durgapur,PMKSY,356834713.8,308312169.99,222245040.59,Q1,4,Pearson India,332971641.2,304867109.25,62.28,normal
2023-24,Women & Child Development,Directorate of Women,Karnataka,Ballari,One Stop Centre,301229492.08,277796244.73,265379550.67,Q4,1,KEC International,248060882.0,251683712.24,88.1,normal
2019-20,Water Resources,Directorate of Water Resources,Odisha,Balasore,National River Conservation Plan,394280039.35,340921721.24,283200724.08,Q3,12,Ganesh Construction Pvt Ltd,379546635.78,384409324.62,71.83,repeat_vendor
2023-24,Power & Energy,Directorate of Power,Telangana,Hyderabad,SAUBHAGYA,315630116.08,246771466.01,192947167.46,Q2,7,Tata Projects Ltd,298526585.17,306710545.97,61.13,normal
2020-21,Rural Development,Directorate of Rural Development,Tamil Nadu,Erode,PMGSY,392071191.24,351197471.54,299620029.61,Q3,11,Afcons Infrastructure,330075406.04,335231624.75,76.42,normal
2021-22,Social Justice,Directorate of Social Justice,Telangana,Ramagundam,Pradhan Mantri Adarsh Gram Yojana,428466533.45,373876796.5,331537112.84,Q2,8,Techno Electric,369898084.36,349877452.22,77.38,normal
2023-24,Health & Family Welfare,Directorate of Health,Telangana,Mahbubnagar,Poshan Abhiyaan,93909880.66,72696625.59,63708905.33,Q4,3,Max Healthcare,81457453.92,78660641.96,67.84,normal
2019-20,Water Resources,Directorate of Water Resources,Rajasthan,Udaipur,PMKSY,291341570.94,273874379.4,236106296.78,Q1,4,NBCC India Ltd,147899802.49,348623457.81,81.04,inflated
2023-24,Health & Family Welfare,Directorate of Health,Bihar,Gaya,Ayushman Bharat,73736956.56,58920540.26,40806618.07,Q4,2,Educomp Solutions,60517778.81,63144930.86,55.34,normal
2020-21,Rural Development,Directorate of Rural Development,Odisha,Cuttack,PMGSY,123705892.86,120978133.22,79656229.96,Q4,1,Techno Electric,119580250.98,125259038.68,64.39,normal
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Begusarai,Bharatmala,122596420.4,106833186.48,98087590.04,Q1,5,Everonn Education,111717762.0,117276378.61,80.01,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Asansol,AMRUT,288152975.29,252831402.24,202846243.64,Q4,3,Larsen & Toubro Ltd,161563113.5,350427206.61,70.4,inflated
2023-24,Water Resources,Directorate of Water Resources,Tamil Nadu,Tiruchirappalli,PMKSY,479087455.31,450718059.75,435214193.95,Q3,10,RITES Ltd,459498247.48,453452982.92,90.84,normal
2021-22,Health & Family Welfare,Directorate of Health,Karnataka,Tumkur,PMJAY,114684388.13,102826074.7,98967810.46,Q1,6,Techno Electric,102419728.54,101000075.67,86.3,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Gujarat,Anand,Kisan Credit Card,476628841.59,408370083.68,338489277.67,Q4,1,NBCC India Ltd,466699865.03,453396103.32,71.02,normal
2021-22,Education,Directorate of Education,Maharashtra,Solapur,Samagra Shiksha,14760909.72,12113280.89,10836503.08,Q3,12,Dilip Buildcon Ltd,14720189.08,13723347.02,73.41,normal
2020-21,Women & Child Development,Directorate of Women,Madhya Pradesh,Ujjain,Mission Shakti,383383824.82,351706541.6,324465749.55,Q4,1,Hindustan Construction Co,157415168.81,449617524.29,84.63,inflated
2019-20,Urban Development,Directorate of Urban Development,Maharashtra,Pune,HRIDAY,81442402.51,79352504.68,71226407.06,Q4,3,HG Infra Engineering,78766847.14,71238558.69,87.46,normal
2019-20,Women & Child Development,Directorate of Women,Punjab,Amritsar,Mission Shakti,287427441.89,252214771.55,209720324.76,Q1,5,Shapoorji Pallonji,122933263.2,280363256.21,72.96,inflated
2022-23,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Sagar,National Health Mission,46276510.83,34992911.15,26678043.24,Q3,11,IRB Infrastructure,40165421.49,40678426.63,57.65,normal
2019-20,Social Justice,Directorate of Social Justice,Madhya Pradesh,Bhopal,Venture Capital Fund SCs,187200343.87,181548378.31,148745983.01,Q1,6,Larsen & Toubro Ltd,161997923.37,153240248.08,79.46,normal
2020-21,Urban Development,Directorate of Urban Development,Odisha,Puri,Smart Cities,310815326.08,236575431.92,179910730.2,Q2,9,NCC Limited,285932588.99,281957483.16,57.88,normal
2020-21,Women & Child Development,Directorate of Women,Punjab,Jalandhar,One Stop Centre,311419224.24,304457979.52,276669945.98,Q4,1,Balaji Trading Co,174843510.38,391008047.65,88.84,inflated
2023-24,Rural Development,Directorate of Rural Development,Maharashtra,Solapur,PMAY-G,249327873.67,249228463.12,330608696.16,Q2,7,Kaveri Seeds,236861479.99,361309233.6,132.6,overspent
2023-24,Social Justice,Directorate of Social Justice,West Bengal,Jalpaiguri,PM SVANidhi,123864863.29,120013703.79,96856556.58,Q1,5,NIIT Technologies,100122208.17,90990424.78,78.2,normal
2019-20,Women & Child Development,Directorate of Women,Telangana,Warangal,One Stop Centre,281935351.92,213284614.01,30096113.14,Q3,12,PNC Infratech,239645049.13,29186587.81,10.67,low_utilization
2022-23,Education,Directorate of Education,Gujarat,Rajkot,Eklavya Model School,189156407.12,158427387.74,119277546.73,Q4,2,Nuziveedu Seeds,174389467.15,164952317.89,63.06,normal
2019-20,Rural Development,Directorate of Rural Development,Telangana,Hyderabad,Shyama Prasad Mukherji Rurban Mission,154252795.49,146860596.85,120967876.73,Q2,7,Apollo Hospitals,146208729.79,143305582.9,78.42,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Madhya Pradesh,Rewa,Pradhan Mantri Fasal Bima Yojana,436978896.84,330878380.68,16056342.88,Q1,6,Narayana Health,371432062.31,16019081.52,3.67,low_utilization
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Gaya,Kisan Credit Card,160834952.54,120398240.92,13410347.72,Q2,9,Larsen & Toubro Ltd,136709709.66,12782292.48,8.34,low_utilization
2019-20,Power & Energy,Directorate of Power,Bihar,Gaya,National Solar Mission,407005236.12,385385277.93,364871748.94,Q2,9,Balaji Trading Co,355867777.72,367888539.68,89.65,repeat_vendor
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Udaipur,RKVY,340517463.88,296463474.54,20621489.3,Q3,11,Engineers India Ltd,289439844.3,20181101.69,6.06,low_utilization
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Malda,Kisan Credit Card,127459316.22,113936708.59,75582854.27,Q2,8,Agri Gold Farms,105253054.54,105613536.34,59.3,normal
2020-21,Health & Family Welfare,Directorate of Health,Telangana,Warangal,Ayushman Bharat,92495922.2,89182799.19,65288919.76,Q4,1,NIIT Technologies,79265431.0,74744594.03,70.59,normal
2022-23,Urban Development,Directorate of Urban Development,Madhya Pradesh,Indore,Smart Cities,277820243.45,204362406.42,197941075.63,Q2,7,Nuziveedu Seeds,248861360.79,228133945.39,71.25,normal
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Asansol,PM-KISAN,308045092.6,227944878.26,191710868.1,Q2,8,Shapoorji Pallonji,287275260.78,280249339.1,62.23,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Purnia,PMGSY,171332398.6,168654122.83,138300334.56,Q1,4,Ganesh Construction Pvt Ltd,99426343.35,186822041.84,80.72,inflated
2019-20,Power & Energy,Directorate of Power,Rajasthan,Bikaner,RDSS,313979600.65,283187842.02,186365662.69,Q2,7,Agri Gold Farms,255540642.46,239407446.41,59.36,normal
2023-24,Social Justice,Directorate of Social Justice,Madhya Pradesh,Gwalior,NSFDC Schemes,56571534.32,47805958.82,31341002.39,Q3,10,Afcons Infrastructure,53449683.56,50683579.0,55.4,normal
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Jodhpur,Pradhan Mantri Fasal Bima Yojana,281793116.61,254667453.83,185884454.46,Q4,1,Balaji Trading Co,268389697.47,255914816.06,65.96,repeat_vendor
2023-24,Social Justice,Directorate of Social Justice,Maharashtra,Mumbai,Pradhan Mantri Adarsh Gram Yojana,343119383.02,327633548.33,237879679.58,Q4,2,Mahindra Agri,316535076.64,301269203.35,69.33,normal
2023-24,Women & Child Development,Directorate of Women,Gujarat,Vadodara,PM Matru Vandana Yojana,73059293.17,64011116.99,97914868.5,Q3,10,WAPCOS Ltd,69406328.51,106550347.84,134.02,overspent
2021-22,Water Resources,Directorate of Water Resources,Punjab,Ludhiana,National River Conservation Plan,230506102.71,175749276.07,9897794.61,Q2,7,NIIT Technologies,195930187.3,9489527.36,4.29,low_utilization
2022-23,Water Resources,Directorate of Water Resources,Bihar,Arrah,National River Conservation Plan,226703593.03,202379075.29,165457090.72,Q4,3,Tata Projects Ltd,96716952.4,245845931.38,72.98,inflated
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Muzaffarpur,AMRUT,274554552.59,198355348.4,24405643.6,Q3,11,GR Infraprojects,233371369.7,23856469.5,8.89,low_utilization
2023-24,Women & Child Development,Directorate of Women,Maharashtra,Kolhapur,Mission Shakti,100505463.88,95397665.96,82145829.99,Q4,1,Pearson India,84028904.34,81209486.82,81.73,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Asansol,Setu Bharatam,201536365.35,159125445.6,127749477.37,Q2,9,Ganesh Construction Pvt Ltd,171132528.04,175213451.55,63.39,repeat_vendor
2019-20,Women & Child Development,Directorate of Women,Tamil Nadu,Chennai,POSHAN 2.0,5325672.75,4050443.29,3698663.23,Q1,4,Sri Ram Suppliers,5252777.76,5177503.54,69.45,repeat_vendor
2021-22,Education,Directorate of Education,Bihar,Darbhanga,Samagra Shiksha,452353057.82,359536460.17,253857821.65,Q3,12,BHEL,371065167.1,365233185.37,56.12,normal
2023-24,Education,Directorate of Education,Rajasthan,Bharatpur,Samagra Shiksha,281270371.59,268607408.48,319064779.34,Q4,1,RITES Ltd,267206853.01,350209481.41,113.44,overspent
2020-21,Education,Directorate of Education,Gujarat,Surat,Samagra Shiksha,190305507.33,134277121.21,116847800.38,Q4,2,Narayana Health,187677090.68,185374983.55,61.4,normal
2023-24,Education,Directorate of Education,Gujarat,Ahmedabad,National Scholarship Portal,493919834.09,377245102.23,276798255.79,Q3,11,Sri Ram Suppliers,462049474.92,481306033.99,56.04,repeat_vendor
2021-22,Health & Family Welfare,Directorate of Health,Telangana,Karimnagar,Poshan Abhiyaan,301803466.59,227315687.08,209758260.89,Q1,5,Ganesh Construction Pvt Ltd,301302581.81,297241504.44,69.5,repeat_vendor
2019-20,Rural Development,Directorate of Rural Development,Bihar,Darbhanga,Shyama Prasad Mukherji Rurban Mission,453002509.91,347391815.03,259892000.75,Q4,2,Agri Gold Farms,452654054.18,430305470.75,57.37,normal
2021-22,Rural Development,Directorate of Rural Development,Punjab,Gurdaspur,MGNREGS,436147972.84,349849805.38,302525804.33,Q1,4,Laxmi Infra Works,207664976.18,636773239.78,69.36,inflated
2022-23,Power & Energy,Directorate of Power,West Bengal,Kolkata,National Solar Mission,401769869.39,364334588.5,292123021.0,Q3,11,Sri Ram Suppliers,332049951.08,326944320.99,72.71,repeat_vendor
2021-22,Rural Development,Directorate of Rural Development,Karnataka,Mangaluru,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,456765317.95,373158564.99,329590257.17,Q3,10,Larsen & Toubro Ltd,261404885.58,798368894.96,72.16,inflated
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Jodhpur,Pradhan Mantri Fasal Bima Yojana,33414625.62,25607120.99,17360702.7,Q2,8,Hindustan Construction Co,26796158.94,24170593.14,51.96,normal
2023-24,Water Resources,Directorate of Water Resources,Odisha,Cuttack,Atal Bhujal Yojana,436827316.41,336866613.47,246079241.65,Q4,3,Balaji Trading Co,366893124.81,375921046.78,56.33,repeat_vendor
2019-20,Health & Family Welfare,Directorate of Health,Rajasthan,Jodhpur,Ayushman Bharat,117304797.74,84721671.4,63755564.17,Q4,3,PNC Infratech,105012289.79,97618895.65,54.35,normal
2021-22,Women & Child Development,Directorate of Women,Odisha,Rourkela,PM Matru Vandana Yojana,93278995.8,69888192.09,49849189.91,Q1,5,NCC Limited,91006283.82,89760873.03,53.44,normal
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Amritsar,PMGSY,378386834.29,306685190.16,281393760.93,Q2,8,MECON Limited,348233487.5,339875245.85,74.37,normal
2021-22,Rural Development,Directorate of Rural Development,Bihar,Arrah,PMGSY,4484551.43,3976479.58,3063329.89,Q2,9,Balaji Trading Co,3645629.39,3486236.27,68.31,repeat_vendor
2022-23,Water Resources,Directorate of Water Resources,Punjab,Ludhiana,Dam Rehabilitation,382452470.13,230848189.79,32107056.86,Q1,6,IRB Infrastructure,325084599.61,31217301.71,8.4,low_utilization
2021-22,Water Resources,Directorate of Water Resources,Punjab,Amritsar,Dam Rehabilitation,179698150.97,148087211.76,114776740.0,Q3,11,Ganesh Construction Pvt Ltd,155024684.64,162761926.77,63.87,repeat_vendor
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Bhagalpur,PMGSY,440107351.25,406197283.59,386889997.35,Q4,2,NIIT Technologies,392894734.63,406592394.92,87.91,normal
2022-23,Women & Child Development,Directorate of Women,Rajasthan,Udaipur,PM Matru Vandana Yojana,394344387.26,372131023.74,259674091.51,Q1,4,Narayana Health,316575743.65,322497693.72,65.85,normal
2019-20,Education,Directorate of Education,Rajasthan,Udaipur,PM POSHAN,236671822.9,178775224.57,144654753.61,Q1,5,Afcons Infrastructure,203704485.53,212520686.14,61.12,normal
2022-23,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,NSFDC Schemes,218118679.16,184848694.2,160161652.1,Q4,2,Sri Ram Suppliers,216436522.46,207062788.25,73.43,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Punjab,Gurdaspur,Dam Rehabilitation,259862587.22,197649685.25,159495824.69,Q2,7,BHEL,240711161.76,228865061.73,61.38,normal
2019-20,Rural Development,Directorate of Rural Development,Telangana,Mahbubnagar,Shyama Prasad Mukherji Rurban Mission,141666664.24,119302780.05,18880333.74,Q2,9,Narayana Health,120416664.6,18683467.33,13.33,low_utilization
2021-22,Women & Child Development,Directorate of Women,Maharashtra,Mumbai,PM Matru Vandana Yojana,105518538.46,80759957.49,75025968.99,Q4,1,Apollo Hospitals,97791868.1,101241573.73,71.1,normal
2021-22,Women & Child Development,Directorate of Women,Madhya Pradesh,Sagar,One Stop Centre,482771476.18,417334212.61,387221552.11,Q2,7,Laxmi Infra Works,445056124.49,459000707.3,80.21,repeat_vendor
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Anand,PMGSY,375345969.15,323621849.62,449395026.4,Q1,5,Engineers India Ltd,356578670.69,452402622.7,119.73,overspent
2021-22,Power & Energy,Directorate of Power,Bihar,Darbhanga,SAUBHAGYA,124046222.7,111527745.43,160943899.92,Q1,5,Nuziveedu Seeds,117843911.56,169986981.97,129.75,overspent
2023-24,Rural Development,Directorate of Rural Development,Tamil Nadu,Tirunelveli,PMGSY,94909333.39,87413041.37,70727982.26,Q2,9,M/s Shiv Enterprises,51924799.13,107635970.94,74.52,inflated
2022-23,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,Pradhan Mantri Adarsh Gram Yojana,131232951.8,92792121.34,79664187.94,Q1,5,Everonn Education,107052221.96,103812920.44,60.7,normal
2020-21,Education,Directorate of Education,Gujarat,Jamnagar,NIPUN Bharat,54764691.18,42566724.02,37289086.79,Q4,2,Kaveri Seeds,46930742.07,46366261.47,68.09,normal
2021-22,Water Resources,Directorate of Water Resources,Uttar Pradesh,Kanpur,Jal Jeevan Mission,71734667.88,59181517.73,41803830.63,Q4,2,Ganesh Construction Pvt Ltd,66660563.74,65964212.15,58.28,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Odisha,Bhubaneswar,PMKSY,28873732.66,18466485.24,558065.76,Q1,6,Hindustan Construction Co,24542672.76,535628.06,1.93,low_utilization
2019-20,Health & Family Welfare,Directorate of Health,Karnataka,Hubballi,National Health Mission,169740866.6,154504619.86,124775740.82,Q3,11,NBCC India Ltd,153604598.57,153032084.46,73.51,normal
2019-20,Power & Energy,Directorate of Power,Punjab,Jalandhar,RDSS,80371167.9,69167388.27,3899891.47,Q2,8,NBCC India Ltd,68315492.72,3880911.09,4.85,low_utilization
2022-23,Social Justice,Directorate of Social Justice,Uttar Pradesh,Lucknow,NSFDC Schemes,110281451.07,81910070.99,76057973.56,Q1,4,Apollo Hospitals,95348245.39,96625383.8,68.97,normal
2019-20,Power & Energy,Directorate of Power,Uttar Pradesh,Allahabad,UDAY Scheme,34912806.79,24790940.47,17934805.5,Q4,3,Mahindra Agri,27980187.32,28127744.52,51.37,normal
2020-21,Urban Development,Directorate of Urban Development,Tamil Nadu,Madurai,SBM Urban,4667622.54,4403522.75,5272985.26,Q2,9,Narayana Health,4434241.41,5542371.33,112.97,overspent
2020-21,Education,Directorate of Education,Bihar,Darbhanga,Eklavya Model School,196923587.87,180726123.68,233091171.25,Q3,11,M/s Shiv Enterprises,187077408.48,251039579.9,118.37,overspent
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Rajasthan,Jodhpur,PMGSY,466608686.84,425888959.35,377092650.43,Q1,6,BHEL,451017396.02,451527474.12,80.82,normal
2019-20,Urban Development,Directorate of Urban Development,Madhya Pradesh,Sagar,SBM Urban,445213050.95,353214765.51,249353069.92,Q2,9,M/s Shiv Enterprises,375441359.0,363461744.09,56.01,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Bihar,Begusarai,National River Conservation Plan,301304676.64,252394199.45,209352295.37,Q4,2,MECON Limited,288951376.26,288966877.63,69.48,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Maharashtra,Pune,PMGSY,473446769.64,407490573.44,336703015.62,Q1,4,Hindustan Construction Co,280394909.94,542879801.94,71.12,inflated
2021-22,Water Resources,Directorate of Water Resources,Bihar,Muzaffarpur,National River Conservation Plan,209326028.04,191684916.26,179709773.75,Q1,5,BHEL,173398902.95,167943625.62,85.85,normal
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Maharashtra,Mumbai,Smart Cities Mission,43961540.45,41479546.66,34657349.31,Q1,4,Engineers India Ltd,37543743.18,37747662.37,78.84,normal
2019-20,Women & Child Development,Directorate of Women,Maharashtra,Nagpur,Beti Bachao Beti Padhao,189335086.3,155462377.95,124218249.84,Q4,3,HG Infra Engineering,188309159.69,185769641.74,65.61,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Warangal,Soil Health Card,401168567.39,311366776.39,289271349.87,Q4,1,RITES Ltd,376270056.33,384379838.38,72.11,normal
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Odisha,Balasore,RKVY,424379826.98,340322805.41,286339340.22,Q2,9,Kaveri Seeds,409162771.76,401670433.24,67.47,normal
2023-24,Water Resources,Directorate of Water Resources,Telangana,Ramagundam,Dam Rehabilitation,367862283.07,275422009.87,214435132.88,Q2,8,Kaveri Seeds,366649278.65,372184580.36,58.29,normal
2022-23,Education,Directorate of Education,Telangana,Adilabad,NIPUN Bharat,44136334.23,32596431.41,30833293.83,Q3,11,Kaveri Seeds,39288123.38,38537003.96,69.86,normal
2020-21,Education,Directorate of Education,Uttar Pradesh,Meerut,NIPUN Bharat,316716025.99,270896514.98,30283742.07,Q3,12,GR Infraprojects,269208622.09,30517774.38,9.56,low_utilization
2023-24,Power & Energy,Directorate of Power,Maharashtra,Thane,DDUGJY,52803841.68,50779420.24,43806584.26,Q1,6,Afcons Infrastructure,50054992.64,50185215.88,82.96,normal
2021-22,Water Resources,Directorate of Water Resources,Gujarat,Surat,PMKSY,328789056.09,283273288.21,252097482.41,Q4,3,KEC International,277880332.96,276931466.15,76.67,normal
2023-24,Education,Directorate of Education,Punjab,Patiala,Samagra Shiksha,73033419.34,70552544.82,51318980.77,Q1,5,NIIT Technologies,62850480.78,58538095.83,70.27,normal
2019-20,Health & Family Welfare,Directorate of Health,Bihar,Patna,Ayushman Bharat,104336612.08,92452286.26,66265681.17,Q3,10,Ganesh Construction Pvt Ltd,103314377.4,102507673.2,63.51,repeat_vendor
2023-24,Water Resources,Directorate of Water Resources,Telangana,Mahbubnagar,Jal Jeevan Mission,194485909.13,159475856.2,133752568.82,Q3,11,Nuziveedu Seeds,180296979.62,178313790.04,68.77,normal
2021-22,Women & Child Development,Directorate of Women,Uttar Pradesh,Jhansi,Mission Shakti,350615119.91,289871420.09,241971421.84,Q1,5,M/s Shiv Enterprises,310133215.23,312835242.1,69.01,repeat_vendor
2022-23,Water Resources,Directorate of Water Resources,Telangana,Adilabad,Jal Jeevan Mission,379765687.77,292648877.03,198841926.7,Q1,5,RITES Ltd,358823785.01,361458008.54,52.36,normal
2020-21,Health & Family Welfare,Directorate of Health,Gujarat,Jamnagar,Poshan Abhiyaan,162113380.94,145436975.91,115532759.63,Q4,1,Everonn Education,132769359.78,133111050.63,71.27,normal
2022-23,Urban Development,Directorate of Urban Development,Telangana,Hyderabad,HRIDAY,91435404.43,78471143.07,71127692.41,Q1,6,NBCC India Ltd,77778691.16,71373638.11,77.79,normal
2021-22,Social Justice,Directorate of Social Justice,Gujarat,Vadodara,Pradhan Mantri Adarsh Gram Yojana,145853041.95,106576112.89,74553697.78,Q2,7,Hindustan Construction Co,122490974.97,119176016.14,51.12,normal
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Asansol,Kisan Credit Card,112487901.88,97494835.25,80271179.36,Q3,10,Ganesh Construction Pvt Ltd,108177781.91,113024591.59,71.36,repeat_vendor
2020-21,Health & Family Welfare,Directorate of Health,Maharashtra,Nagpur,National Health Mission,248576684.8,207808789.09,182269546.44,Q1,5,Sri Ram Suppliers,230422234.57,221351158.92,73.33,repeat_vendor
2023-24,Women & Child Development,Directorate of Women,Uttar Pradesh,Allahabad,PM Matru Vandana Yojana,33522494.77,32370171.39,24745235.99,Q4,1,NIIT Technologies,30217938.2,28298639.63,73.82,normal
